order_id,customer_id,order_date,region_id
ORD-00003169,CUS-007334,2023-03-01,REG-001
ORD-00003170,CUS-000199,2023-03-01,REG-001
ORD-00003171,CUS-000065,2023-03-01,REG-001
ORD-00003172,CUS-004989,2023-03-01,REG-001
ORD-00003173,CUS-002257,2023-03-01,REG-001
ORD-00003174,CUS-007494,2023-03-01,REG-001
ORD-00003175,CUS-005384,2023-03-01,REG-002
ORD-00003176,CUS-007117,2023-03-01,REG-002
ORD-00003177,CUS-000207,2023-03-01,REG-002
ORD-00003178,CUS-002799,2023-03-01,REG-002
ORD-00003179,CUS-003570,2023-03-01,REG-002
ORD-00003180,CUS-004724,2023-03-01,REG-002
ORD-00003181,CUS-006572,2023-03-01,REG-002
ORD-00003182,CUS-007078,2023-03-01,REG-002
ORD-00003183,CUS-002607,2023-03-01,REG-002
ORD-00003184,CUS-001156,2023-03-01,REG-003
ORD-00003185,CUS-004078,2023-03-01,REG-003
ORD-00003186,CUS-007864,2023-03-01,REG-003
ORD-00003187,CUS-004413,2023-03-01,REG-003
ORD-00003188,CUS-004028,2023-03-01,REG-003
ORD-00003189,CUS-000046,2023-03-01,REG-003
ORD-00003190,CUS-006752,2023-03-01,REG-004
ORD-00003191,CUS-005263,2023-03-01,REG-004
ORD-00003192,CUS-005252,2023-03-01,REG-004
ORD-00003193,CUS-001646,2023-03-01,REG-004
ORD-00003194,CUS-007078,2023-03-01,REG-005
ORD-00003195,CUS-001043,2023-03-01,REG-005
ORD-00003196,CUS-001187,2023-03-01,REG-005
ORD-00003197,CUS-002228,2023-03-01,REG-005
ORD-00003198,CUS-005480,2023-03-01,REG-005
ORD-00003199,CUS-002353,2023-03-01,REG-006
ORD-00003200,CUS-002381,2023-03-01,REG-006
ORD-00003201,CUS-004696,2023-03-01,REG-006
ORD-00003202,CUS-005518,2023-03-01,REG-006
ORD-00003203,CUS-001283,2023-03-01,REG-006
ORD-00003204,CUS-002805,2023-03-01,REG-006
ORD-00003205,CUS-005851,2023-03-01,REG-006
ORD-00003206,CUS-003686,2023-03-01,REG-006
ORD-00003207,CUS-005027,2023-03-01,REG-007
ORD-00003208,CUS-004839,2023-03-01,REG-007
ORD-00003209,CUS-000107,2023-03-01,REG-007
ORD-00003210,CUS-006184,2023-03-01,REG-007
ORD-00003211,CUS-004272,2023-03-01,REG-007
ORD-00003212,CUS-005834,2023-03-01,REG-008
ORD-00003213,CUS-004530,2023-03-01,REG-008
ORD-00003214,CUS-007077,2023-03-01,REG-008
ORD-00003215,CUS-002393,2023-03-01,REG-008
ORD-00003216,CUS-006878,2023-03-01,REG-008
ORD-00003217,CUS-002955,2023-03-01,REG-008
ORD-00003218,CUS-001043,2023-03-01,REG-009
ORD-00003219,CUS-006305,2023-03-01,REG-009
ORD-00003220,CUS-001243,2023-03-01,REG-009
ORD-00003221,CUS-002570,2023-03-01,REG-009
ORD-00003222,CUS-000376,2023-03-01,REG-009
ORD-00003223,CUS-001864,2023-03-01,REG-010
ORD-00003224,CUS-006334,2023-03-01,REG-010
ORD-00003225,CUS-004830,2023-03-01,REG-010
ORD-00003226,CUS-006263,2023-03-01,REG-010
ORD-00003227,CUS-000395,2023-03-02,REG-001
ORD-00003228,CUS-003969,2023-03-02,REG-001
ORD-00003229,CUS-004637,2023-03-02,REG-001
ORD-00003230,CUS-004696,2023-03-02,REG-001
ORD-00003231,CUS-007249,2023-03-02,REG-001
ORD-00003232,CUS-002463,2023-03-02,REG-002
ORD-00003233,CUS-000062,2023-03-02,REG-002
ORD-00003234,CUS-003872,2023-03-02,REG-002
ORD-00003235,CUS-002116,2023-03-02,REG-002
ORD-00003236,CUS-007078,2023-03-02,REG-002
ORD-00003237,CUS-004761,2023-03-02,REG-002
ORD-00003238,CUS-002839,2023-03-02,REG-003
ORD-00003239,CUS-005426,2023-03-02,REG-003
ORD-00003240,CUS-003117,2023-03-02,REG-003
ORD-00003241,CUS-000446,2023-03-02,REG-003
ORD-00003242,CUS-000995,2023-03-02,REG-003
ORD-00003243,CUS-001274,2023-03-02,REG-003
ORD-00003244,CUS-001700,2023-03-02,REG-003
ORD-00003245,CUS-005042,2023-03-02,REG-003
ORD-00003246,CUS-001043,2023-03-02,REG-003
ORD-00003247,CUS-007721,2023-03-02,REG-004
ORD-00003248,CUS-004696,2023-03-02,REG-004
ORD-00003249,CUS-002372,2023-03-02,REG-004
ORD-00003250,CUS-001043,2023-03-02,REG-004
ORD-00003251,CUS-001886,2023-03-02,REG-004
ORD-00003252,CUS-006010,2023-03-02,REG-004
ORD-00003253,CUS-003732,2023-03-02,REG-004
ORD-00003254,CUS-004425,2023-03-02,REG-005
ORD-00003255,CUS-004927,2023-03-02,REG-005
ORD-00003256,CUS-007954,2023-03-02,REG-005
ORD-00003257,CUS-003947,2023-03-02,REG-005
ORD-00003258,CUS-000884,2023-03-02,REG-005
ORD-00003259,CUS-007657,2023-03-02,REG-005
ORD-00003260,CUS-007239,2023-03-02,REG-005
ORD-00003261,CUS-001642,2023-03-02,REG-006
ORD-00003262,CUS-006579,2023-03-02,REG-006
ORD-00003263,CUS-002174,2023-03-02,REG-006
ORD-00003264,CUS-007607,2023-03-02,REG-006
ORD-00003265,CUS-007616,2023-03-02,REG-007
ORD-00003266,CUS-000367,2023-03-02,REG-007
ORD-00003267,CUS-007609,2023-03-02,REG-007
ORD-00003268,CUS-005853,2023-03-02,REG-007
ORD-00003269,CUS-007997,2023-03-02,REG-007
ORD-00003270,CUS-007159,2023-03-02,REG-007
ORD-00003271,CUS-001520,2023-03-02,REG-008
ORD-00003272,CUS-007272,2023-03-02,REG-008
ORD-00003273,CUS-007078,2023-03-02,REG-008
ORD-00003274,CUS-005652,2023-03-02,REG-008
ORD-00003275,CUS-006739,2023-03-02,REG-009
ORD-00003276,CUS-004956,2023-03-02,REG-009
ORD-00003277,CUS-002998,2023-03-02,REG-009
ORD-00003278,CUS-007078,2023-03-02,REG-009
ORD-00003279,CUS-001654,2023-03-02,REG-009
ORD-00003280,CUS-005218,2023-03-02,REG-009
ORD-00003281,CUS-002381,2023-03-02,REG-009
ORD-00003282,CUS-006702,2023-03-02,REG-009
ORD-00003283,CUS-007914,2023-03-02,REG-010
ORD-00003284,CUS-000799,2023-03-02,REG-010
ORD-00003285,CUS-001936,2023-03-02,REG-010
ORD-00003286,CUS-005223,2023-03-02,REG-010
ORD-00003287,CUS-004898,2023-03-02,REG-010
ORD-00003288,CUS-004957,2023-03-03,REG-001
ORD-00003289,CUS-005596,2023-03-03,REG-001
ORD-00003290,CUS-003047,2023-03-03,REG-001
ORD-00003291,CUS-000665,2023-03-03,REG-001
ORD-00003292,CUS-005568,2023-03-03,REG-001
ORD-00003293,CUS-006068,2023-03-03,REG-001
ORD-00003294,CUS-005004,2023-03-03,REG-001
ORD-00003295,CUS-004116,2023-03-03,REG-001
ORD-00003296,CUS-002002,2023-03-03,REG-001
ORD-00003297,CUS-004634,2023-03-03,REG-002
ORD-00003298,CUS-007828,2023-03-03,REG-002
ORD-00003299,CUS-001770,2023-03-03,REG-002
ORD-00003300,CUS-007154,2023-03-03,REG-002
ORD-00003301,CUS-006231,2023-03-03,REG-002
ORD-00003302,CUS-006024,2023-03-03,REG-002
ORD-00003303,CUS-002508,2023-03-03,REG-003
ORD-00003304,CUS-001649,2023-03-03,REG-003
ORD-00003305,CUS-002959,2023-03-03,REG-003
ORD-00003306,CUS-003047,2023-03-03,REG-003
ORD-00003307,CUS-003573,2023-03-03,REG-003
ORD-00003308,CUS-007421,2023-03-03,REG-003
ORD-00003309,CUS-005947,2023-03-03,REG-003
ORD-00003310,CUS-006156,2023-03-03,REG-003
ORD-00003311,CUS-001829,2023-03-03,REG-003
ORD-00003312,CUS-002472,2023-03-03,REG-004
ORD-00003313,CUS-004492,2023-03-03,REG-004
ORD-00003314,CUS-001428,2023-03-03,REG-004
ORD-00003315,CUS-004956,2023-03-03,REG-004
ORD-00003316,CUS-004672,2023-03-03,REG-004
ORD-00003317,CUS-004781,2023-03-03,REG-004
ORD-00003318,CUS-006968,2023-03-03,REG-004
ORD-00003319,CUS-005652,2023-03-03,REG-005
ORD-00003320,CUS-006675,2023-03-03,REG-005
ORD-00003321,CUS-004545,2023-03-03,REG-005
ORD-00003322,CUS-004564,2023-03-03,REG-005
ORD-00003323,CUS-001043,2023-03-03,REG-005
ORD-00003324,CUS-005034,2023-03-03,REG-005
ORD-00003325,CUS-000542,2023-03-03,REG-005
ORD-00003326,CUS-001328,2023-03-03,REG-005
ORD-00003327,CUS-003426,2023-03-03,REG-006
ORD-00003328,CUS-006847,2023-03-03,REG-006
ORD-00003329,CUS-007341,2023-03-03,REG-006
ORD-00003330,CUS-006586,2023-03-03,REG-006
ORD-00003331,CUS-005695,2023-03-03,REG-006
ORD-00003332,CUS-007824,2023-03-03,REG-006
ORD-00003333,CUS-000178,2023-03-03,REG-006
ORD-00003334,CUS-001286,2023-03-03,REG-007
ORD-00003335,CUS-003426,2023-03-03,REG-007
ORD-00003336,CUS-000401,2023-03-03,REG-007
ORD-00003337,CUS-003135,2023-03-03,REG-007
ORD-00003338,CUS-004696,2023-03-03,REG-007
ORD-00003339,CUS-000123,2023-03-03,REG-007
ORD-00003340,CUS-006156,2023-03-03,REG-007
ORD-00003341,CUS-000395,2023-03-03,REG-007
ORD-00003342,CUS-007467,2023-03-03,REG-008
ORD-00003343,CUS-007077,2023-03-03,REG-008
ORD-00003344,CUS-007273,2023-03-03,REG-008
ORD-00003345,CUS-006377,2023-03-03,REG-008
ORD-00003346,CUS-001349,2023-03-03,REG-008
ORD-00003347,CUS-003982,2023-03-03,REG-008
ORD-00003348,CUS-003161,2023-03-03,REG-009
ORD-00003349,CUS-003397,2023-03-03,REG-009
ORD-00003350,CUS-004557,2023-03-03,REG-009
ORD-00003351,CUS-003168,2023-03-03,REG-009
ORD-00003352,CUS-003147,2023-03-03,REG-009
ORD-00003353,CUS-001576,2023-03-03,REG-009
ORD-00003354,CUS-006483,2023-03-03,REG-009
ORD-00003355,CUS-000199,2023-03-03,REG-010
ORD-00003356,CUS-007281,2023-03-03,REG-010
ORD-00003357,CUS-007078,2023-03-03,REG-010
ORD-00003358,CUS-003307,2023-03-04,REG-001
ORD-00003359,CUS-007691,2023-03-04,REG-001
ORD-00003360,CUS-007078,2023-03-04,REG-001
ORD-00003361,CUS-001647,2023-03-04,REG-002
ORD-00003362,CUS-006965,2023-03-04,REG-002
ORD-00003363,CUS-001979,2023-03-04,REG-002
ORD-00003364,CUS-003038,2023-03-04,REG-002
ORD-00003365,CUS-007443,2023-03-04,REG-002
ORD-00003366,CUS-002741,2023-03-04,REG-002
ORD-00003367,CUS-007317,2023-03-04,REG-002
ORD-00003368,CUS-007078,2023-03-04,REG-002
ORD-00003369,CUS-000588,2023-03-04,REG-002
ORD-00003370,CUS-003743,2023-03-04,REG-003
ORD-00003371,CUS-002165,2023-03-04,REG-003
ORD-00003372,CUS-003758,2023-03-04,REG-003
ORD-00003373,CUS-000995,2023-03-04,REG-003
ORD-00003374,CUS-005956,2023-03-04,REG-003
ORD-00003375,CUS-001043,2023-03-04,REG-003
ORD-00003376,CUS-002973,2023-03-04,REG-004
ORD-00003377,CUS-003835,2023-03-04,REG-004
ORD-00003378,CUS-007050,2023-03-04,REG-004
ORD-00003379,CUS-001272,2023-03-04,REG-004
ORD-00003380,CUS-007631,2023-03-04,REG-004
ORD-00003381,CUS-004964,2023-03-04,REG-005
ORD-00003382,CUS-007025,2023-03-04,REG-005
ORD-00003383,CUS-006847,2023-03-04,REG-005
ORD-00003384,CUS-003314,2023-03-04,REG-005
ORD-00003385,CUS-001865,2023-03-04,REG-005
ORD-00003386,CUS-005447,2023-03-04,REG-005
ORD-00003387,CUS-002644,2023-03-04,REG-005
ORD-00003388,CUS-003650,2023-03-04,REG-005
ORD-00003389,CUS-005912,2023-03-04,REG-006
ORD-00003390,CUS-002109,2023-03-04,REG-006
ORD-00003391,CUS-002246,2023-03-04,REG-006
ORD-00003392,CUS-007801,2023-03-04,REG-006
ORD-00003393,CUS-007247,2023-03-04,REG-007
ORD-00003394,CUS-005163,2023-03-04,REG-007
ORD-00003395,CUS-005342,2023-03-04,REG-007
ORD-00003396,CUS-006495,2023-03-04,REG-007
ORD-00003397,CUS-004739,2023-03-04,REG-008
ORD-00003398,CUS-004630,2023-03-04,REG-008
ORD-00003399,CUS-002292,2023-03-04,REG-008
ORD-00003400,CUS-002942,2023-03-04,REG-008
ORD-00003401,CUS-002929,2023-03-04,REG-008
ORD-00003402,CUS-004447,2023-03-04,REG-008
ORD-00003403,CUS-003737,2023-03-04,REG-009
ORD-00003404,CUS-005250,2023-03-04,REG-009
ORD-00003405,CUS-000836,2023-03-04,REG-009
ORD-00003406,CUS-004846,2023-03-04,REG-009
ORD-00003407,CUS-004998,2023-03-04,REG-009
ORD-00003408,CUS-000400,2023-03-04,REG-009
ORD-00003409,CUS-003969,2023-03-04,REG-009
ORD-00003410,CUS-001509,2023-03-04,REG-009
ORD-00003411,CUS-001580,2023-03-04,REG-009
ORD-00003412,CUS-003574,2023-03-04,REG-010
ORD-00003413,CUS-003367,2023-03-04,REG-010
ORD-00003414,CUS-007352,2023-03-04,REG-010
ORD-00003415,CUS-000395,2023-03-04,REG-010
ORD-00003416,CUS-006399,2023-03-04,REG-010
ORD-00003417,CUS-002165,2023-03-04,REG-010
ORD-00003418,CUS-000184,2023-03-04,REG-010
ORD-00003419,CUS-005568,2023-03-05,REG-001
ORD-00003420,CUS-000376,2023-03-05,REG-001
ORD-00003421,CUS-006660,2023-03-05,REG-001
ORD-00003422,CUS-001494,2023-03-05,REG-001
ORD-00003423,CUS-002799,2023-03-05,REG-001
ORD-00003424,CUS-005130,2023-03-05,REG-001
ORD-00003425,CUS-000615,2023-03-05,REG-001
ORD-00003426,CUS-006961,2023-03-05,REG-001
ORD-00003427,CUS-002378,2023-03-05,REG-001
ORD-00003428,CUS-000463,2023-03-05,REG-002
ORD-00003429,CUS-004839,2023-03-05,REG-002
ORD-00003430,CUS-002530,2023-03-05,REG-002
ORD-00003431,CUS-006439,2023-03-05,REG-002
ORD-00003432,CUS-007247,2023-03-05,REG-002
ORD-00003433,CUS-005371,2023-03-05,REG-002
ORD-00003434,CUS-006393,2023-03-05,REG-002
ORD-00003435,CUS-004116,2023-03-05,REG-003
ORD-00003436,CUS-004713,2023-03-05,REG-003
ORD-00003437,CUS-001822,2023-03-05,REG-003
ORD-00003438,CUS-007078,2023-03-05,REG-003
ORD-00003439,CUS-006390,2023-03-05,REG-003
ORD-00003440,CUS-006414,2023-03-05,REG-004
ORD-00003441,CUS-001043,2023-03-05,REG-004
ORD-00003442,CUS-002019,2023-03-05,REG-004
ORD-00003443,CUS-000648,2023-03-05,REG-004
ORD-00003444,CUS-006727,2023-03-05,REG-004
ORD-00003445,CUS-003061,2023-03-05,REG-004
ORD-00003446,CUS-004034,2023-03-05,REG-004
ORD-00003447,CUS-001580,2023-03-05,REG-004
ORD-00003448,CUS-001562,2023-03-05,REG-005
ORD-00003449,CUS-003282,2023-03-05,REG-005
ORD-00003450,CUS-005095,2023-03-05,REG-005
ORD-00003451,CUS-006055,2023-03-05,REG-006
ORD-00003452,CUS-001923,2023-03-05,REG-006
ORD-00003453,CUS-005838,2023-03-05,REG-006
ORD-00003454,CUS-005953,2023-03-05,REG-006
ORD-00003455,CUS-001349,2023-03-05,REG-006
ORD-00003456,CUS-001328,2023-03-05,REG-006
ORD-00003457,CUS-000281,2023-03-05,REG-006
ORD-00003458,CUS-007503,2023-03-05,REG-007
ORD-00003459,CUS-002344,2023-03-05,REG-007
ORD-00003460,CUS-007481,2023-03-05,REG-007
ORD-00003461,CUS-002253,2023-03-05,REG-007
ORD-00003462,CUS-003757,2023-03-05,REG-007
ORD-00003463,CUS-000311,2023-03-05,REG-008
ORD-00003464,CUS-002018,2023-03-05,REG-008
ORD-00003465,CUS-000446,2023-03-05,REG-008
ORD-00003466,CUS-002389,2023-03-05,REG-008
ORD-00003467,CUS-005740,2023-03-05,REG-008
ORD-00003468,CUS-002053,2023-03-05,REG-008
ORD-00003469,CUS-005851,2023-03-05,REG-008
ORD-00003470,CUS-007078,2023-03-05,REG-008
ORD-00003471,CUS-007041,2023-03-05,REG-008
ORD-00003472,CUS-001043,2023-03-05,REG-008
ORD-00003473,CUS-003933,2023-03-05,REG-009
ORD-00003474,CUS-004958,2023-03-05,REG-009
ORD-00003475,CUS-003933,2023-03-05,REG-009
ORD-00003476,CUS-005299,2023-03-05,REG-009
ORD-00003477,CUS-000446,2023-03-05,REG-010
ORD-00003478,CUS-003970,2023-03-05,REG-010
ORD-00003479,CUS-002153,2023-03-05,REG-010
ORD-00003480,CUS-007078,2023-03-05,REG-010
ORD-00003481,CUS-007078,2023-03-05,REG-010
ORD-00003482,CUS-002796,2023-03-06,REG-001
ORD-00003483,CUS-003882,2023-03-06,REG-001
ORD-00003484,CUS-003146,2023-03-06,REG-001
ORD-00003485,CUS-000431,2023-03-06,REG-001
ORD-00003486,CUS-003370,2023-03-06,REG-001
ORD-00003487,CUS-004622,2023-03-06,REG-001
ORD-00003488,CUS-003969,2023-03-06,REG-001
ORD-00003489,CUS-001328,2023-03-06,REG-001
ORD-00003490,CUS-001764,2023-03-06,REG-001
ORD-00003491,CUS-005130,2023-03-06,REG-002
ORD-00003492,CUS-005912,2023-03-06,REG-002
ORD-00003493,CUS-004695,2023-03-06,REG-002
ORD-00003494,CUS-004029,2023-03-06,REG-003
ORD-00003495,CUS-000395,2023-03-06,REG-003
ORD-00003496,CUS-007682,2023-03-06,REG-003
ORD-00003497,CUS-004811,2023-03-06,REG-003
ORD-00003498,CUS-003067,2023-03-06,REG-003
ORD-00003499,CUS-002169,2023-03-06,REG-004
ORD-00003500,CUS-002294,2023-03-06,REG-004
ORD-00003501,CUS-005953,2023-03-06,REG-004
ORD-00003502,CUS-003689,2023-03-06,REG-004
ORD-00003503,CUS-002803,2023-03-06,REG-005
ORD-00003504,CUS-003065,2023-03-06,REG-005
ORD-00003505,CUS-007879,2023-03-06,REG-005
ORD-00003506,CUS-000688,2023-03-06,REG-006
ORD-00003507,CUS-005334,2023-03-06,REG-006
ORD-00003508,CUS-004492,2023-03-06,REG-006
ORD-00003509,CUS-004073,2023-03-06,REG-006
ORD-00003510,CUS-001830,2023-03-06,REG-006
ORD-00003511,CUS-006995,2023-03-06,REG-006
ORD-00003512,CUS-004634,2023-03-06,REG-007
ORD-00003513,CUS-000318,2023-03-06,REG-007
ORD-00003514,CUS-007078,2023-03-06,REG-007
ORD-00003515,CUS-002575,2023-03-06,REG-007
ORD-00003516,CUS-000446,2023-03-06,REG-007
ORD-00003517,CUS-005733,2023-03-06,REG-007
ORD-00003518,CUS-004696,2023-03-06,REG-008
ORD-00003519,CUS-001718,2023-03-06,REG-008
ORD-00003520,CUS-002796,2023-03-06,REG-008
ORD-00003521,CUS-006537,2023-03-06,REG-008
ORD-00003522,CUS-007078,2023-03-06,REG-008
ORD-00003523,CUS-002165,2023-03-06,REG-008
ORD-00003524,CUS-007657,2023-03-06,REG-009
ORD-00003525,CUS-001337,2023-03-06,REG-009
ORD-00003526,CUS-001628,2023-03-06,REG-009
ORD-00003527,CUS-005585,2023-03-06,REG-009
ORD-00003528,CUS-004836,2023-03-06,REG-010
ORD-00003529,CUS-004731,2023-03-07,REG-001
ORD-00003530,CUS-000647,2023-03-07,REG-001
ORD-00003531,CUS-005902,2023-03-07,REG-001
ORD-00003532,CUS-006399,2023-03-07,REG-002
ORD-00003533,CUS-007234,2023-03-07,REG-002
ORD-00003534,CUS-006156,2023-03-07,REG-002
ORD-00003535,CUS-002475,2023-03-07,REG-002
ORD-00003536,CUS-002166,2023-03-07,REG-002
ORD-00003537,CUS-006097,2023-03-07,REG-003
ORD-00003538,CUS-006454,2023-03-07,REG-003
ORD-00003539,CUS-002615,2023-03-07,REG-003
ORD-00003540,CUS-002555,2023-03-07,REG-004
ORD-00003541,CUS-007711,2023-03-07,REG-004
ORD-00003542,CUS-005838,2023-03-07,REG-004
ORD-00003543,CUS-005953,2023-03-07,REG-004
ORD-00003544,CUS-007078,2023-03-07,REG-004
ORD-00003545,CUS-004650,2023-03-07,REG-005
ORD-00003546,CUS-007086,2023-03-07,REG-005
ORD-00003547,CUS-006399,2023-03-07,REG-005
ORD-00003548,CUS-001273,2023-03-07,REG-005
ORD-00003549,CUS-001545,2023-03-07,REG-005
ORD-00003550,CUS-002854,2023-03-07,REG-005
ORD-00003551,CUS-005488,2023-03-07,REG-005
ORD-00003552,CUS-005631,2023-03-07,REG-005
ORD-00003553,CUS-000057,2023-03-07,REG-005
ORD-00003554,CUS-005480,2023-03-07,REG-005
ORD-00003555,CUS-004624,2023-03-07,REG-006
ORD-00003556,CUS-000032,2023-03-07,REG-006
ORD-00003557,CUS-006099,2023-03-07,REG-006
ORD-00003558,CUS-007499,2023-03-07,REG-006
ORD-00003559,CUS-007078,2023-03-07,REG-006
ORD-00003560,CUS-006414,2023-03-07,REG-006
ORD-00003561,CUS-006805,2023-03-07,REG-006
ORD-00003562,CUS-006771,2023-03-07,REG-007
ORD-00003563,CUS-005838,2023-03-07,REG-007
ORD-00003564,CUS-003027,2023-03-07,REG-007
ORD-00003565,CUS-005891,2023-03-07,REG-007
ORD-00003566,CUS-001764,2023-03-07,REG-007
ORD-00003567,CUS-002813,2023-03-07,REG-007
ORD-00003568,CUS-002672,2023-03-07,REG-007
ORD-00003569,CUS-001393,2023-03-07,REG-007
ORD-00003570,CUS-004116,2023-03-07,REG-007
ORD-00003571,CUS-007101,2023-03-07,REG-008
ORD-00003572,CUS-003595,2023-03-07,REG-008
ORD-00003573,CUS-004355,2023-03-07,REG-008
ORD-00003574,CUS-007126,2023-03-07,REG-008
ORD-00003575,CUS-001840,2023-03-07,REG-008
ORD-00003576,CUS-006378,2023-03-07,REG-009
ORD-00003577,CUS-005428,2023-03-07,REG-009
ORD-00003578,CUS-005291,2023-03-07,REG-009
ORD-00003579,CUS-002417,2023-03-07,REG-009
ORD-00003580,CUS-002411,2023-03-07,REG-009
ORD-00003581,CUS-003901,2023-03-07,REG-009
ORD-00003582,CUS-005494,2023-03-07,REG-010
ORD-00003583,CUS-003545,2023-03-07,REG-010
ORD-00003584,CUS-004464,2023-03-07,REG-010
ORD-00003585,CUS-003292,2023-03-08,REG-001
ORD-00003586,CUS-001336,2023-03-08,REG-001
ORD-00003587,CUS-000273,2023-03-08,REG-001
ORD-00003588,CUS-003309,2023-03-08,REG-001
ORD-00003589,CUS-005588,2023-03-08,REG-001
ORD-00003590,CUS-003932,2023-03-08,REG-002
ORD-00003591,CUS-002799,2023-03-08,REG-002
ORD-00003592,CUS-005608,2023-03-08,REG-002
ORD-00003593,CUS-003314,2023-03-08,REG-002
ORD-00003594,CUS-004197,2023-03-08,REG-002
ORD-00003595,CUS-005289,2023-03-08,REG-003
ORD-00003596,CUS-001647,2023-03-08,REG-003
ORD-00003597,CUS-003603,2023-03-08,REG-004
ORD-00003598,CUS-006902,2023-03-08,REG-004
ORD-00003599,CUS-001960,2023-03-08,REG-005
ORD-00003600,CUS-005418,2023-03-08,REG-005
ORD-00003601,CUS-000443,2023-03-08,REG-005
ORD-00003602,CUS-006364,2023-03-08,REG-005
ORD-00003603,CUS-007078,2023-03-08,REG-005
ORD-00003604,CUS-005032,2023-03-08,REG-005
ORD-00003605,CUS-001145,2023-03-08,REG-005
ORD-00003606,CUS-006673,2023-03-08,REG-005
ORD-00003607,CUS-004749,2023-03-08,REG-006
ORD-00003608,CUS-004394,2023-03-08,REG-006
ORD-00003609,CUS-004781,2023-03-08,REG-006
ORD-00003610,CUS-006951,2023-03-08,REG-006
ORD-00003611,CUS-002212,2023-03-08,REG-006
ORD-00003612,CUS-003969,2023-03-08,REG-007
ORD-00003613,CUS-002698,2023-03-08,REG-007
ORD-00003614,CUS-007317,2023-03-08,REG-008
ORD-00003615,CUS-004557,2023-03-08,REG-008
ORD-00003616,CUS-006604,2023-03-08,REG-008
ORD-00003617,CUS-004539,2023-03-08,REG-008
ORD-00003618,CUS-005336,2023-03-08,REG-008
ORD-00003619,CUS-004942,2023-03-08,REG-009
ORD-00003620,CUS-001351,2023-03-08,REG-009
ORD-00003621,CUS-003969,2023-03-08,REG-009
ORD-00003622,CUS-006364,2023-03-08,REG-009
ORD-00003623,CUS-003314,2023-03-08,REG-009
ORD-00003624,CUS-006364,2023-03-08,REG-010
ORD-00003625,CUS-003858,2023-03-08,REG-010
ORD-00003626,CUS-004223,2023-03-08,REG-010
ORD-00003627,CUS-003444,2023-03-08,REG-010
ORD-00003628,CUS-007078,2023-03-08,REG-010
ORD-00003629,CUS-006156,2023-03-09,REG-001
ORD-00003630,CUS-001043,2023-03-09,REG-001
ORD-00003631,CUS-004764,2023-03-09,REG-002
ORD-00003632,CUS-001547,2023-03-09,REG-002
ORD-00003633,CUS-005480,2023-03-09,REG-002
ORD-00003634,CUS-001411,2023-03-09,REG-002
ORD-00003635,CUS-004447,2023-03-09,REG-002
ORD-00003636,CUS-002165,2023-03-09,REG-002
ORD-00003637,CUS-007657,2023-03-09,REG-002
ORD-00003638,CUS-006816,2023-03-09,REG-002
ORD-00003639,CUS-002880,2023-03-09,REG-002
ORD-00003640,CUS-007078,2023-03-09,REG-003
ORD-00003641,CUS-006794,2023-03-09,REG-003
ORD-00003642,CUS-004652,2023-03-09,REG-003
ORD-00003643,CUS-003519,2023-03-09,REG-003
ORD-00003644,CUS-006889,2023-03-09,REG-003
ORD-00003645,CUS-001225,2023-03-09,REG-004
ORD-00003646,CUS-003969,2023-03-09,REG-005
ORD-00003647,CUS-000010,2023-03-09,REG-005
ORD-00003648,CUS-001843,2023-03-09,REG-005
ORD-00003649,CUS-001748,2023-03-09,REG-005
ORD-00003650,CUS-006038,2023-03-09,REG-005
ORD-00003651,CUS-003210,2023-03-09,REG-005
ORD-00003652,CUS-005263,2023-03-09,REG-005
ORD-00003653,CUS-005731,2023-03-09,REG-006
ORD-00003654,CUS-002846,2023-03-09,REG-006
ORD-00003655,CUS-001824,2023-03-09,REG-006
ORD-00003656,CUS-000376,2023-03-09,REG-006
ORD-00003657,CUS-004929,2023-03-09,REG-006
ORD-00003658,CUS-004958,2023-03-09,REG-006
ORD-00003659,CUS-004678,2023-03-09,REG-006
ORD-00003660,CUS-000077,2023-03-09,REG-006
ORD-00003661,CUS-006826,2023-03-09,REG-006
ORD-00003662,CUS-000783,2023-03-09,REG-007
ORD-00003663,CUS-007841,2023-03-09,REG-007
ORD-00003664,CUS-006723,2023-03-09,REG-007
ORD-00003665,CUS-007077,2023-03-09,REG-007
ORD-00003666,CUS-004146,2023-03-09,REG-007
ORD-00003667,CUS-004366,2023-03-09,REG-007
ORD-00003668,CUS-004633,2023-03-09,REG-008
ORD-00003669,CUS-001360,2023-03-09,REG-008
ORD-00003670,CUS-007631,2023-03-09,REG-008
ORD-00003671,CUS-003162,2023-03-09,REG-008
ORD-00003672,CUS-002179,2023-03-09,REG-008
ORD-00003673,CUS-001394,2023-03-09,REG-008
ORD-00003674,CUS-005402,2023-03-09,REG-008
ORD-00003675,CUS-004272,2023-03-09,REG-008
ORD-00003676,CUS-002165,2023-03-09,REG-008
ORD-00003677,CUS-004441,2023-03-09,REG-009
ORD-00003678,CUS-000591,2023-03-09,REG-009
ORD-00003679,CUS-001323,2023-03-09,REG-009
ORD-00003680,CUS-006414,2023-03-09,REG-009
ORD-00003681,CUS-001058,2023-03-09,REG-009
ORD-00003682,CUS-007728,2023-03-09,REG-009
ORD-00003683,CUS-002839,2023-03-09,REG-009
ORD-00003684,CUS-004956,2023-03-09,REG-009
ORD-00003685,CUS-001755,2023-03-09,REG-010
